topic_id,original_title,display_title,original_chars,display_chars
PSY-LAN-006,話し方や訛りだけで信頼性を判断してしまう？,話し方だけで信頼を判断する心理,21,15
PSY-LAN-007,文字のメッセージはなぜ冷たく受け取られる？,文字の会話が冷たく見える理由,21,14
PSY-LAN-008,話が上手いより質問が上手い方が好かれる？,質問が上手いと好かれる？,20,12
PSY-LAN-009,知らない人との短い会話は気分を変える？,知らない人との短い会話の効果,19,14
PSY-LAN-010,説明が伝わったか確かめるには、分かりましたかで十分？,「分かりましたか」で確かめられる？,26,17
PSY-LAN-011,自分への言葉を少し他人行儀にすると落ち着ける？,自分に他人のように話しかける,23,14
PSY-LAN-012,数字より一人の体験談が心に残るのはなぜ？,数字より体験談が心に残る理由,20,14
PSY-LIF-001,悲しみは決まった順番で乗り越えるもの？,悲しみには決まった順序がある？,19,15
PSY-LIF-002,失業がつらいのは収入が減るからだけ？,失業のつらさは収入だけの問題？,18,15
PSY-LIF-003,退職すると心身は楽になるのか、張り合いがなくなるのか？,退職後の心身と張り合い,27,11
PSY-LIF-004,引っ越しで生活満足度や人間関係はどう変わる？,引っ越しと生活満足度,22,10
PSY-LIF-005,子どもが独立した後の寂しさにはどんな個人差がある？,子どもの独立後の寂しさ,25,11
PSY-LIF-006,別れた後、振り返ることと考え続けることはどう違う？,別れを振り返ることと考えすぎ,25,14
PSY-LIF-007,家族の病気で先の喪失を心配する気持ちをどう理解する？,家族を失う前の悲しみ,26,10
PSY-LIF-008,ストレス対処は一つの得意技より使い分けが大切？,ストレス対処の使い分け,23,11
PSY-LIF-009,つらい経験をすると必ず成長できる？,つらい経験で必ず成長する？,17,13
PSY-LIF-010,孤独を減らすには、会う人を増やすだけで十分？,人に会えば孤独は減る？,22,11
PSY-LIF-011,病気やけがで以前のようにできなくなったとき、目標をどう変える？,病気やけがの後の目標の見直し,31,14
PSY-LIF-012,新しい学校や職場で自分だけ浮いていると感じるのはなぜ？,新しい環境で浮いていると感じる理由,27,17
