31391586|MOT-008,DEV-001,RES-008|preregistered_national_experiment|米国中等教育の全国代表性を意図した標本に短いオンライン介入を実施。|低成績の生徒の成績や上級数学への参加に改善を報告。仲間の規範など学校環境により成績への効果が異なった。|学校文脈が重要で、成人の仕事や日本の全学校にそのまま転用しない。2018年の小さい平均効果と合わせて読む。|子どもへの声かけだけでなく、挑戦しても不利益を受けにくい学習環境を考える。
33683913|LEA-001,LEA-009,LEA-007|systematic_review_meta_analysis|教室場面の222研究、48478人。小テストと再学習などの学習成果を比較。|小テストによる学習の平均効果はHedges g約0.50。訂正フィードバック、問題と教材の対応などで大きさが変わった。|g=0.50は点数が50％上がる意味ではない。試験による罰や順位づけではなく学習活動として扱う。|教材を閉じて答えを思い出し、間違えた箇所を確認する復習を説明する。
16719566|LEA-002,LAN-001|meta_analysis|言語的な再生課題を扱う184論文・317実験。学習間隔と保持期間を比較。|後のテストまでの期間が長いほど、成績を高める学習間隔も長くなる傾向を示した。|一つの最適な復習日程を全教材に適用しない。言語再生課題から全技能への転移は追加確認する。|来週の試験と半年後まで覚えたい知識で、復習の間隔を変えて考える。
31556629|LEA-003,LEA-002|multilevel_meta_analysis|59研究・238効果量。混合練習と種類ごとのまとまった練習を比較。|混合練習の平均的な利点はあったが、絵画や数学、語、説明文で結果が異なり、語ではまとまった練習が優位だった。|何でも混ぜればよいとはしない。教材の類似性や初心者の負荷を確認する。|数学の似た解法を見分ける練習と、初めての単語を覚える練習を区別する。
26162104|LEA-008,RES-008|critical_review|視覚型・聴覚型などの好みに教授法を一致させる仮説を方法論から検討。|学習の好みが存在することと、好みに合わせるほど学習成果が上がることを区別し、後者を支える適切な証拠の不足を指摘。|2008年の基礎レビューであり最新全研究の評価ではない。障害に応じた配慮や教材内容に適した図示を否定しない。|自分は聴覚型だから図は使えない、と学び方を狭めない。
36044424|ATT-004,ATT-007,WRK-009|systematic_review_meta_analysis|22独立標本、2335人。短い休憩の疲労・活力・成績を検討。|疲労低下と活力増加には小さな効果を示したが、全体の作業成績向上は統計的に明確ではなかった。|休むと必ず生産性が上がるとはしない。認知負荷が大きい作業の回復に短い休憩だけで十分かは別問題。|短い休憩を、処理速度の魔法ではなく疲れをためにくくする手段として考える。
26121498|ATT-002,ATT-001,DIG-006,WRK-010|laboratory_experiment|注意を要する課題中の電話通知と成績を検討。実際に電話を操作しない条件も扱う。|通知を受けるだけでも注意課題の成績が妨げられた。操作時間だけでは中断コストを捉えきれない可能性を示す。|実験課題での結果で、一日の生産性損失額や全員の最適な通知設定は確定しない。|集中作業中は通知を見ないだけでなく、必要な連絡以外を一時的に抑える考え方を扱う。
22582737|EMO-002,EMO-003,EMO-004,EMO-005,LIF-008|meta_analysis_experiments|306の実験比較。注意・捉え直し・反応抑制などと感情指標を統合。|認知的な捉え直しなどに平均的な効果があり、同じ感情調整の分類でも具体的戦略で結果が異なった。|短期の実験効果と日常の治療効果は別。感情を隠すことと内面が落ち着くことを同一視しない。|嫌なメールを受けたとき、事情を考えることと不快感を押し殺すことを区別する。
36624160|EMO-006,MEN-005|meta_analysis_randomized_trials|主結果のストレスは12RCT、成人785人。呼吸への介入を非介入条件等と比較。|主観的ストレスに小～中程度の平均的低下を示した。不安・抑うつにも改善を報告したが、研究の質への注意を求める。|中程度のバイアスリスクが多い。速い呼吸法や息止めまで安全とせず、病気の治療代替にしない。|緊張した場面で呼吸を整える考え方を、安全上の注意とともに紹介する。
38518585|EMO-008,EMO-006,EXE-001|meta_analysis|154研究、10189人。覚醒を上げる活動と下げる活動の怒り・攻撃性を比較。|落ち着く方向の活動は怒りを減らす傾向を示し、覚醒を上げる活動全体には明確な平均的改善がなかった。|運動一般が心身に悪いという意味ではない。怒りの発散、支援者への相談、長期の健康目的の運動を分ける。|腹が立った直後に物を殴るより、いったん落ち着く行動を考える記事に使う。
33428616|MEN-005,ATT-010,EMO-001|systematic_review_meta_analysis|非臨床場面の136RCT、11605人。介入なし、非特異的対照、特異的な介入対照を区別。|何もしない条件より改善が見られたが、別の有効な介入に対する優位は明確でなかった。結果は研究と場面でばらついた。|証拠の確実性は中程度～非常に低い。すべての瞑想アプリや自己流の実践に一般化せず、有害事象も別に確認する。|瞑想だけを特別視せず、休息や他の支援との比較として選択する。
34586357|MEN-008,MEN-003,MEN-009,HPS-004|randomized_controlled_trial|一次性の慢性腰痛の成人151人。痛み再処理療法、公開偽薬、通常ケアを比較。|特定の心理的治療で痛みの軽減を示し、1年後にも差が報告された。痛みの脅威の捉え方を扱う介入の一例。|特定の診断と研究施設の結果。すべての痛みが心理由来とは言えず、身体疾患の評価を省略しない。関連批判の追加精査が必要。|痛みが実在することと、注意や恐怖が痛みの経験に関わることを両立して説明する。
38355154|EXE-002,EXE-003,EXE-008,MEN-004|network_meta_analysis|うつ病の臨床基準に該当する参加者の218研究、14170人。運動の種類を比較。|歩行・ジョギング、筋力トレーニング等で症状軽減を報告したが、研究の多くはバイアスリスクが高かった。|確実性は低い～非常に低い。2024年訂正の内容は別途確認が必要。個人への最適強度を処方せず、通常治療を中断しない。|気分が落ちた人への『運動すれば治る』ではなく、支援の選択肢として扱う。
41667154|EXE-001,EXE-002,EXE-007,MEN-004|umbrella_review_meta_meta_analysis|2025年7月までを検索した2026年論文。81メタ分析、1079構成研究、79551人を集約。|運動介入による抑うつ・不安症状の平均的軽減を報告。対象集団、監督の有無、強度・期間で効果に差があった。|アンブレラレビューでは同一試験の重複や元研究の質を全文で確認する必要がある。慢性身体疾患に特化した集団は対象外。|一つの万能な運動法より、実行しやすさと本人の状態に合う支援を考える。
25910392|REL-001,REL-002,AGE-006,LIF-010|meta_analysis_observational|孤独、社会的孤立、独居と死亡の関連を扱う1980～2014年の研究を統合。|主観的な孤独と客観的な孤立の双方が死亡リスクと関連した。独居と孤独は異なる指標として扱われる。|主に観察データであり、友人を増やす介入の因果効果や個人の寿命は示さない。オッズ比をリスク差に読み替えない。|一人暮らしでも満足している場合と、人に囲まれて孤独を感じる場合を分ける。
21534650|SOC-003,SOC-002|meta_analysis|7700人超・105独立効果量。危険度や他の援助者の条件を比較。|平均的な傍観者効果はある一方、危険が明確な場合や他者が支援になる条件で弱まるなど条件差を報告。|人が多ければ誰も助けないという断定を避ける。実際の緊急時の安全行動は別の公的情報で確認する。|困っている場面で責任の曖昧さや周囲の支援の有無を考える。
36266452|EMO-010,RES-002,SOC-010|preregistered_multicentre_experiment|19か国、3878人。表情の模倣、自発的表情、ペンをくわえる操作を比較。|模倣や自発的な表情で幸福感への作用を示したが、ペンを使う条件では結論が弱かった。|短期の気分の変化であり、抑うつの治療や常に笑う義務を意味しない。操作方法ごとの結果を区別する。|笑顔の心理効果を紹介するとき、有名な一実験だけで説明しない。
33731933|DIG-009,DEC-001,RES-001|survey_experiments_and_field_experiment|4調査実験とTwitterでのフィールド実験。ニュースの正確性への注意を促した。|正確性に注意を向ける小さな働きかけが、その後に共有するニュースの質を改善した。共有と信じることは同一ではなかった。|当時のプラットフォーム・言語・標本の条件がある。すべての誤情報を防ぐ効果や長期持続を保証しない。|情報を共有する前に、面白さだけでなく本当に正しいかを一度確認する。
36857342|WEL-001,WEL-005,RES-002,RES-008|adversarial_collaboration_reanalysis|所得と日常の幸福感について相反していた研究者らが経験サンプリングデータを再分析。|幸福感の低い層と高い層で所得との関係の形が異なり、一律の幸福の頭打ちという説明を修正した。|所得を増やせばその分幸福になるという介入結果ではない。米国の金額を日本の普遍的閾値に変換しない。|年収の数字だけで人生の満足が決まるという記事を避け、測り方と個人差を説明する。
28739889|WEL-009,WEL-005,MON-001|multicountry_surveys_and_field_experiment|4か国6271人の調査に加え、働く成人の時間節約の買い物と物の買い物を比較する実験。|時間を節約するサービスの利用は生活満足と関連し、実験でも物への支出より短期の幸福感が高かった。|全家計に外注が有利とはしない。支出余力、時間の使い道、短期の結果と長期の満足を分ける。|掃除や食事準備の負担を減らす支出を、物を増やす支出とは別に考える。
31197192|WEL-010,ENV-005,CRE-004|cross_sectional_population_survey|英国の19806人。直近7日間の自然との接触と自己評価の健康・幸福を調査。|週120分以上の接触で良好な健康・幸福との関連が見られた。介入試験が次に必要と論文自体が指摘している。|120分は治療上の必要量や因果的閾値ではない。元気な人ほど外出する逆因果や自己報告を考慮する。|公園に行く時間を考える入口に使い、週120分に届かないと無意味とは言わない。
31102877|SLP-008,SLP-001|systematic_review_meta_analysis|温かいシャワーや入浴と睡眠の17研究、うち13研究を定量統合。|就寝前の受動的加温と入眠の早さ・睡眠効率などの改善が関連した。時刻・長さの条件を検討。|研究数が限られる。抄録の温度を万人への推奨値にせず、熱い入浴、転倒、持病、脱水への注意が必要。|入浴の時刻を睡眠準備の一部として考えるが、熱い湯で無理をしない。
