@work|仕事・働き方・キャリア|WRK
親しい相手とも希望や境界を言葉にした方がよい？|sexual communication;consent|察してほしい気持ちと、確認する会話の違いを考える。|REL-007,REL-004|同意は継続的で撤回可能という前提を守り、交渉で覆す話にしない。
家事の不満は作業時間より考える負担から生じる？|cognitive household labor;mental load|買い物だけでなく献立や在庫を考える役割が偏る。|WRK-003,REL-010|性別で役割を固定せず、家族構成と労働時間を考慮する。
睡眠不足の日はパートナーと衝突しやすい？|sleep and couple conflict;emotion regulation|寝不足の翌日にいつもなら気にならない一言で言い合いになる。|SLP-001,EMO-002|睡眠を原因と決めつけず、暴力や支配を疲れで正当化しない。
SNSで相手を確認し続けると安心できる？|romantic jealousy;digital surveillance|既読やオンライン表示が気になり何度も確かめる。|DIG-005,REL-008|監視やアカウントの無断閲覧を勧めず、プライバシーを尊重する。
似た者同士と正反対の二人、どちらが合う？|similarity attraction;perceived similarity|趣味が同じ相手と価値観が合う相手の違いを整理する。|PER-001,REL-008|実際の類似と似ているという知覚、交際開始と維持を分ける。
恋人がいないことと不幸であることは同じ？|singlehood;relationship status well being|周囲の結婚と比べず、自分の交流や生活満足を考える。|REL-002,WEL-007|独身を欠如と扱わず、自発性や支援関係の違いを確認する。
子どもが生まれると夫婦関係はどう変わる？|transition to parenthood;relationship satisfaction|育児、睡眠、仕事の分担が変わった時期を扱う。|DEV-010,SLP-001|平均変化を全家庭の運命にせず、支援資源と個人差を記載する。
運命の相手という考え方は関係を助ける？|implicit theories relationships;destiny growth beliefs|衝突を相性の悪さと見るか、話し合いの課題と見るかを考える。|MOT-008,REL-010|努力すれば危険な関係も改善できるとせず、離れる選択も尊重する。
@health_psychology|身体感覚・ホルモン・健康行動|HPS
月経前の気分変化はどう記録すると理解しやすい？|premenstrual symptoms;prospective symptom tracking|気分や睡眠の変化を日付と一緒に振り返る。|EMO-001,SLP-001|性別のステレオタイプにせず、PMDDなどの診断と一般的な変化を区別する。
更年期の睡眠や気分の変化には何が関係する？|menopausal transition;depression sleep|仕事の忙しさだけでは説明しにくい睡眠や気分の変化を扱う。|SLP-008,MEN-001|ホルモンだけに還元せず、治療選択は医療者の評価が必要。
緊張するとお腹が痛くなるのは気のせい？|disorders of gut brain interaction;irritable bowel syndrome|会議や試験前に腹部症状が出る場面を理解する。|NUT-008,MEN-008|症状を心理のせいと決めつけず、身体疾患の評価を妨げない。
心臓のドキドキを気にすると不安が強くなる？|interoception;anxiety sensitivity|動悸に注意を向けるほど怖くなる経験を扱う。|EMO-005,MEN-003|胸痛や呼吸苦を不安だけで説明せず、必要な医療評価を優先する。
見た目を他人と比べると自分の体の評価は変わる？|appearance comparison;body image|加工された写真を見た後に自分の姿を否定的に感じる。|WEL-007,DIG-002|体形の優劣や極端な食事制限を推奨しない。
自分の体を好きになれないとき、無理に肯定すべき？|body neutrality;body functionality appreciation|見た目より体が日常でできることに目を向ける考え方を調べる。|PER-010,NUT-010|新しい概念は介入研究の量と尺度の妥当性を確認する。
ストレスがたまると風邪をひきやすくなる？|psychological stress;viral susceptibility|忙しい時期の後に体調を崩しやすいという体感を研究と比較する。|EMO-001,SLP-001|感染を気の持ちように還元せず、曝露や睡眠などを区別する。
副作用の説明を読むと症状が気になりやすくなる？|nocebo information;adverse effect expectations|薬の説明を読んだ後の体調変化をどう解釈するか考える。|MEN-009|実際の副作用を否定せず、必要な説明の省略や服薬中断を勧めない。
症状を検索するほど心配になるのはなぜ？|cyberchondria;health anxiety|頭痛を検索して重大な病気の記事ばかり気になってしまう。|DIG-003,MEN-001|適切な情報収集と過剰な確認を分け、受診を妨げない。
症状がないと健康上の注意を続けにくいのはなぜ？|risk perception;preventive health behavior|健診結果に注意があっても日々の実感がなく行動しにくい。|DEC-008,HAB-007|個別の検査値を診断せず、リスク説明と行動支援を扱う。
薬や通院を忘れることと、続けたくないことは違う？|medication adherence;intentional nonadherence|忙しくて忘れる場合と副作用が心配で避ける場合を分ける。|HAB-002,AGE-010|服薬量の自己調整を提案せず、医療者と相談するための整理にする。
リスクが半減という説明は、何人減るという説明と同じ？|absolute relative risk;health risk communication|健康ニュースの大きな割合を分母と絶対数で読む。|DEC-005,RES-003|例の数値は仮定と実測を区別し、個別治療の利益を推測しない。
@environment|生活環境・感覚・快適さ|ENV
暑い部屋では考える力や集中は変わる？|heat exposure;cognitive performance|冷房の有無で勉強や仕事のしやすさが違うと感じる。|ATT-007|熱中症の危険な自己実験を勧めず、温度以外の条件も確認する。
換気の悪い会議室では判断が鈍る？|indoor air quality;ventilation cognition|午後の会議で眠くなる原因を空気、睡眠、会議内容に分ける。|ATT-001,SLP-001|CO2をすべての汚染の代用にせず、実験条件から安全基準を作らない。
慣れた騒音でも睡眠やストレスに影響する？|environmental noise;sleep disturbance|交通音を気にしなくなったことと、体への影響を分けて考える。|SLP-001,EMO-001|主観的な慣れと生理反応を区別。騒音の大きさ・時刻を確認する。
オープンなオフィスは会話を増やし集中を妨げる？|open plan office;privacy distraction|隣の会話が聞こえる席と静かな席を仕事の種類で使い分ける。|ATT-003,SOC-009|全職場に同じ配置を推奨せず、交流の実測と自己報告を区別する。
近所に緑が増えると住民の気分は変わる？|urban greening;neighborhood mental health|散歩の好みだけでなく住む場所の環境整備を考える。|WEL-010|特定都市の介入を全地域に一般化せず、緑以外の整備効果も扱う。
散らかった部屋は本当に集中を妨げる？|visual clutter;attention environment|机の上の物を減らすと作業しやすいかを研究する。|ATT-001|片づけの価値観や住環境を道徳的に評価せず、研究条件を確認する。
においで昔の記憶がよみがえるのはなぜ？|odor evoked autobiographical memory;emotion|昔使っていた香りで当時の場所や気分を思い出す。|LEA-007|鮮明な記憶を正確な記憶と同一視しない。
窓のある部屋や日中の明るさは生活にどう関わる？|daylight exposure;workplace well being|日中ずっと室内にいる生活で明るさと過ごし方を考える。|SLP-002|窓、景色、日照、照度を分け、光療法の自己処方にしない。
安心できる触れ合いはストレスや痛みに関係する？|touch interventions;affective touch|手を握る、マッサージを受けるなど本人が望む接触を研究する。|REL-003,MEN-008|同意と接触への好みを優先し、嫌な接触を健康のためと強制しない。
部屋の色だけで集中力や気分は変えられる？|color psychology;contextual effects|勉強部屋を青くすれば集中できるという主張を検証する。|RES-002|色の万能効果をうたわず、明るさ・文化・期待の交絡を確認する。
混雑した場所が疲れるのはなぜ？|crowding;personal space|満員電車や混んだ店で同じ時間でも疲労が違う。|EMO-001,PER-003|人の多さだけでなく選択可能性や安全感を考慮する。
自然の音を流すとリラックスできる？|natural soundscapes;stress recovery|作業中の環境音や就寝前の音を比較する。|ATT-005,WEL-010|好み、音量、対照条件を区別し、音源だけで治療効果を保証しない。
@creativity|好奇心・創造性・遊び|CRE
歩きながら考えるとアイデアは出やすくなる？|walking;divergent thinking|机で詰まった企画を短い散歩中に考える。|ATT-006,EXE-009|発散課題の成績を全種類の仕事の質に一般化しない。
知りたいと思ったことは覚えやすい？|curiosity;memory encoding|先に疑問を作ってから解説を読む学び方を研究する。|LEA-001,MOT-003|興味を感じる内容だけ学べばよいとせず、実験課題の範囲を示す。
退屈を避けて動画を次々替えると、もっと退屈になる？|digital switching;boredom|動画がつまらないたびに飛ばし続ける行動を扱う。|DIG-006,ATT-001|短期実験と長期の依存症を混同しない。
壮大な景色や音楽で圧倒される感覚には意味がある？|awe;small self|日常の外で驚きや畏敬を感じる経験を研究する。|WEL-010,WEL-008|特定の旅行や高額な体験を必要条件にしない。
行き詰まった問題をいったん離れると解ける？|incubation;creative problem solving|解けない問題を置き、別の軽い作業の後に戻る。|ATT-006|注意の逸脱一般ではなく、休止後の問題解決を扱う派生テーマとする。
アイデアを多く出す力と、よい案を選ぶ力は同じ？|divergent convergent thinking;creative evaluation|企画会議で案を増やす段階と絞る段階を分ける。|DEC-006,ATT-009|創造性を単一のテスト点数で決めつけない。
楽器や歌を趣味にすることは心の健康に関係する？|music making;well being|音楽を聴くだけの場合と自分で演奏する場合を比較する。|ATT-005,WEL-009|趣味の効果と専門家による音楽療法を区別する。
大人が遊ぶ時間にはどんな価値がある？|adult playfulness;play well being|成果や上達だけを目的にせず遊ぶ時間を考える。|WEL-009,MOT-003|遊びの定義と自己選択を確認し、時間や金銭の余裕を無視しない。
笑いで気分を切り替える方法には向き不向きがある？|humor styles;coping|自分を励ます冗談と自虐や相手を傷つける冗談を分ける。|EMO-002,REL-010|ハラスメントを冗談で正当化せず、文化や文脈を確認する。
懐かしさを感じると孤独や不安は変わる？|nostalgia;social connectedness|昔の音楽や写真を見る時間の感情を調べる。|REL-002,WEL-008|よい思い出だけとは限らず、悲嘆や苦痛への個人差を扱う。
制約がある方がアイデアを出しやすい？|creative constraints;innovation|自由に考える場合と予算や材料を決めた場合を比較する。|MOT-004|過剰な締切や労働負担を創造性のためと正当化しない。
皆で話すより、先に一人で案を書く方がよい？|brainstorming;brainwriting production blocking|会議前に各自が案を書き、その後に共有する方法を調べる。|SOC-002,SOC-009|発案数と案の質を分け、チームの熟練度や発言しやすさを確認する。
@language|言葉・会話・語学・思考|LAN
大人になってから外国語を学ぶのは遅い？|second language acquisition;age of acquisition|成人の語学学習で発音、文法、実用会話の目標を分ける。|LEA-002,AGE-005|母語話者並みと実用能力を混同せず、年齢で学習を諦めさせない。
二つの言語を話すと認知能力が高くなる？|bilingualism;executive function|語学の実用的価値と脳への付加的な効果を分ける。|AGE-002,LEA-008|出版バイアスと交絡を確認し、認知症予防を保証しない。
外国語で考えると判断や感情は変わる？|foreign language effect;decision bias|日本語と学習中の言語で選択を考える場面を比較する。|DEC-005,EMO-002|言語能力や課題の理解度を統制し、外国語なら常に合理的としない。
頭の中で言葉を使って考える量は人によって違う？|inner speech;individual differences|頭の中の独り言が多い人と少ない人の経験を扱う。|PER-007,LEA-007|内的経験の自己申告を単純な能力差や診断に結びつけない。
身ぶりを使って説明すると理解や記憶は変わる？|gesture learning;embodied communication|道順や手順を言葉だけでなく動作でも説明する。|LEA-004,DEV-006|身ぶりの種類や視覚障害などの条件に応じて扱う。
話し方や訛りだけで信頼性を判断してしまう？|accent bias;credibility judgments|内容が同じ説明でも話し方で印象が変わるか考える。|SOC-004,SOC-005|アクセントを能力や誠実さの指標として正当化しない。
文字のメッセージはなぜ冷たく受け取られる？|email tone miscommunication;perspective taking|短い返事が不機嫌なのか、単に忙しいのか迷う。|REL-010,DIG-007|文化、世代、相手との関係を確認し、特定の記号を万能な解決策にしない。
話が上手いより質問が上手い方が好かれる？|question asking;interpersonal liking|自分の話を増やすか、相手への追質問を増やすかを考える。|REL-004,REL-005|尋問やプライバシー侵害を勧めず、相互性を重視する。
知らない人との短い会話は気分を変える？|weak ties;conversation with strangers|店員や同じ場にいる人との短いやり取りを研究する。|REL-001,REL-002|会話の強制をせず、相手の安全感と応じない権利を尊重する。
説明が伝わったか確かめるには、分かりましたかで十分？|teach back;communication comprehension|相手の言葉で手順を説明してもらい、伝え方を見直す。|LEA-004,LEA-007|相手を試験するのではなく説明者の伝え方を確認する方法として扱う。
自分への言葉を少し他人行儀にすると落ち着ける？|distanced self talk;emotion regulation|失敗した自分に第三者へ話すように声をかける。|EMO-002,MOT-009|短期の感情調整と治療効果を区別する。
数字より一人の体験談が心に残るのはなぜ？|narrative persuasion;anecdotal evidence|健康商品の体験談と比較試験のどちらを信じるか考える。|RES-001,DEC-001|体験談を研究の代替にせず、例の鮮明さと典型性を分ける。
@life_transitions|人生の変化・喪失・適応|LIF
悲しみは決まった順番で乗り越えるもの？|grief trajectories;bereavement adaptation|大切な人を失った後、周囲と回復の速さが違うと感じる。|MEN-001,EMO-009|全員が同じ段階を通るとしない。長く続く支障と相談の必要性を扱う。
失業がつらいのは収入が減るからだけ？|unemployment;mental health identity|生活のリズム、役割、人との接点が同時に変わる。|WEL-008,MON-006|職のない人を本人の努力不足と扱わず、逆因果と支援制度を区別する。
退職すると心身は楽になるのか、張り合いがなくなるのか？|retirement transition;health trajectories|仕事を離れた後の睡眠、交流、活動を考える。|AGE-006,WEL-008|自発的退職、健康上の退職、経済状況で結果が異なることを確認する。
引っ越しで生活満足度や人間関係はどう変わる？|residential relocation;social networks|便利な家への移転と、なじみの関係を離れる負担を比較する。|HAB-009,REL-001|習慣の変更ではなく生活満足と関係再構築を扱う。
子どもが独立した後の寂しさにはどんな個人差がある？|empty nest;parental well being|子ども中心の生活から自分の時間を作り直す。|DEV-010,WEL-009|空の巣という言葉で全親を病理化しない。
別れた後、振り返ることと考え続けることはどう違う？|relationship breakup;rumination recovery|別れを整理する時間と、同じ確認を繰り返す時間を分ける。|EMO-004,REL-008|回復の期限を示さず、連絡や復縁を強制しない。
家族の病気で先の喪失を心配する気持ちをどう理解する？|anticipatory grief;caregiving uncertainty|今の生活を支えながら将来の別れも考えてしまう。|AGE-008,MEN-001|悲しみを不適切な反応とせず、専門的・社会的支援を優先する。
ストレス対処は一つの得意技より使い分けが大切？|coping flexibility;controllability|変えられる問題には働きかけ、変えにくい状況では支えを探す。|EMO-002,MOT-004|分類だけで適切な対処を断定せず、本人の安全と選択肢を確認する。
つらい経験をすると必ず成長できる？|posttraumatic growth;perceived actual change|前向きな意味を見つけることを周囲から期待される場面を扱う。|WEL-008,RES-001|苦難を美化せず、主観的成長と測定された変化を区別する。
孤独を減らすには、会う人を増やすだけで十分？|loneliness interventions;social cognition|交流機会はあるのに孤独を感じる場合の支援を調べる。|REL-002,REL-003|連絡先の数だけを処方せず、介入の種類と研究の質を確認する。
病気やけがで以前のようにできなくなったとき、目標をどう変える？|goal adjustment;chronic illness adaptation|諦めることと、今できる目標に切り替えることを区別する。|MOT-004,EXE-010|医学的なリハビリや治療を中断する助言にしない。
新しい学校や職場で自分だけ浮いていると感じるのはなぜ？|belonging uncertainty;social transition|入学や転職直後の気まずさを、相性の悪さと決めつけない。|SOC-006,REL-001|実際の差別や排除を単なる思い込みとして片づけない。
