37973069|HPS-001,EMO-001,MEN-001|clinical_practice_guideline|月経前症状のある生殖年齢の成人と青年を対象とする米国産婦人科学会の指針。|薬、心理的支援、生活面などを含む複数の選択肢を、強さと質を区別してまとめた診療指針。|抄録だけでは具体的な診断手順や薬の適応を確認しきれない。国内での個別処方や自己診断に用いない。|気分変化を後から思い出すだけでなく、相談のために時期や支障を記録する記事の入口にする。
40627390|WEL-002,REL-006,RES-008|preregistered_meta_analysis|28か国、145論文、24804人。感謝介入と幸福・気分を統合。|平均的な幸福への効果は小さく、Hedges g=0.19。国や方法による違いも見られた。|感謝を強制せず、つらさを肯定的な言葉で覆わない。国差の理由はこの分析では明確に説明できていない。|よかったことを短く記録する習慣を、劇的な幸福改善を約束せず紹介する。
34054628|HAB-005,MOT-005,MOT-004|meta_analysis|21研究、15907人。理想と障害の対比に実行計画を組み合わせる方法を検討。|目標達成に小～中程度の平均的改善を報告したが、出版バイアスで実際の効果は小さい可能性がある。|複合手法なので『もし～なら』計画単独の効果とは区別。実行機会のない人に意志だけを求めない。|運動したい願望だけでなく、雨や忙しさの障害と代わりの行動を考える。
38867040|WRK-001,WRK-008,PER-005|randomized_company_trial|中国の技術企業1612人を2021～2022年に6か月間比較。週2日在宅のハイブリッド勤務。|満足度が改善し退職率が約3分の1低下した。以後2年の人事評価や昇進等で悪影響の証拠は見られなかった。|一企業・特定職種の結果。完全在宅や全職種への一般化、長期の革新性まで保証する結果ではない。|在宅か出社かの二択ではなく、通勤と仕事の種類に応じた組み合わせを考える。
40691306|WRK-013,WRK-002,WEL-009,SLP-001|nonrandomized_organizational_intervention|6か国141組織2896人の6か月試行と12対照企業。給与を減らさず労働時間を短縮。|燃え尽き、仕事満足、心身の健康が改善した。時間削減と疲労・睡眠問題の軽減の関連を報告。|企業の無作為割付ではない。業務再設計も伴う複合的変更で、同じ労働時間を4日に詰める制度とは異なる。|週4日という日数だけでなく、実際の時間短縮と仕事の見直しを比較する。
30827911|SLP-007,NUT-006,SLP-001|randomized_laboratory_trial|健康な若年成人36人。十分な睡眠、制限、週末回復後に再び制限する条件を比較。|週末の回復睡眠後に再び睡眠を制限すると、代謝の変調を防ぎきれなかった。回復期に一部の変化も見られた。|小規模・短期の実験。寝だめがあらゆる意味で無益とは言えず、眠気・認知・代謝を別々に評価する。|週末だけで平日の睡眠不足を完全に帳消しにできるという考え方を見直す。
22981903|WRK-003,EMO-001,MEN-007|individual_participant_data_meta_analysis|欧州13コホート、冠動脈疾患のない就労者197473人。高要求・低裁量の仕事と後の疾患を検討。|仕事の緊張は冠動脈疾患と関連し、未公表研究を含めると既公表研究だけより推定が小さかった。|観察研究であり職場変更の因果的予防効果を直接測ったものではない。複数の批判・応答があり追加確認する。|忙しさだけでなく、自分で決められる余地や職場の条件をストレスの話に含める。
26298822|WRK-012,WRK-013,EMO-001|systematic_review_cohort_meta_analysis|冠動脈疾患60万人超、脳卒中52万人超の就労者データ。標準時間と長時間労働を比較。|週55時間以上の労働は標準的な週35～40時間に比べ、脳卒中などのリスク増加と関連した。|観察データで国・職種に偏りがある。55時間未満なら安全という閾値や個人の将来予測には使わない。|働きすぎの問題を、気分や自己管理だけでなく身体の健康と職場条件から扱う。
30214421|MOT-001,MOT-002,MOT-006|systematic_review_meta_analysis|先延ばしへの心理的介入12RCT、718人。非活動的対照との自己報告の変化を比較。|全体で小さな平均的改善を示した。認知行動療法の一部の試験はより大きい効果を示すが研究数は少なかった。|研究間のばらつき、自己報告、少数の下位群に注意。特定の作業テクニック単独の効果や診断は示さない。|先延ばしを怠けと決めつけず、負担や取り組み方を整理する支援の入口にする。
37362192|PER-010,MOT-009,EMO-004|meta_analysis_randomized_trials|セルフコンパッションへの介入56RCT。介入直後と追跡の抑うつ・不安・ストレスを評価。|症状に小～中程度の平均的改善を報告し、追跡では一部の効果が小さく残った。|全体に高いバイアスリスク。有効な別介入との比較が少なく、自己批判をやめれば治るとしない。|失敗後に自分を責め続けることと、改善点を考えることを区別する。
37554304|PER-010,MOT-009|narrative_review_meta_analysis_associations|自尊感情とセルフコンパッションの76研究、35537人。概念と健康との関連を検討。|二つの概念は強く重なりつつ、それぞれ独自の関連も示した。どちらか一方だけを万能とする説明にはならない。|相関から介入の優劣を決められない。自己評価の尺度に重なりがあり、因果と測定の問題を分ける。|自信を高めることと、失敗した自分への接し方を変えることを比較して説明する。
